,Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
5066,608166,,0,0.0,0.0,-0.2,31,31,100.0,1402/03
5081,515976,,0,0.0,0.0,-16.6,31,31,100.0,1402/03
5119,529021,,0,0.0,0.0,-1275.9,31,31,100.0,1402/03
5128,518586,,0,0.0,0.0,-37.9,31,31,100.0,1402/03
5134,530103,,0,0.0,0.0,-268.3,31,31,100.0,1402/03
5148,911146,,0,0.0,0.0,-34.9,31,31,100.0,1402/03
5154,517883,,0,0.0,0.0,-44325.5,31,31,100.0,1402/03
5190,804714,,0,0.0,,-945.13,31,31,100.0,1402/03
5194,102531,,0,0.0,0.0,-2591.0,31,31,100.0,1402/03
5215,804873,,0,0.0,0.0,-5393.5,31,31,100.0,1402/03
5227,805264,,0,0.0,0.0,-58.8,31,31,100.0,1402/03
5240,605368,,0,0.0,0.0,-3841.3,31,31,100.0,1402/03
5265,514163,,0,0.0,0.0,-19773.8,31,31,100.0,1402/03
5296,602428-2,,0,0.0,,-0.071,31,31,100.0,1402/03
5307,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1402/03
5313,514617,0.65,0,0.0,11.6,-55859.071,21,31,67.74,1402/03
5319,603405,1.3,0,0.0,,-138.3,27,31,87.1,1402/03
5371,525522,,0,0.0,0.0,-11571.1,31,31,100.0,1402/03
5389,212152,,0,0.0,0.0,-3489.3,31,31,100.0,1402/03
5391,212153,,0,0.0,0.0,-29501.3,31,31,100.0,1402/03
5443,530106,,0,0.0,,-501.097,1,31,3.23,1402/03
5448,530198,,0,0.0,0.0,-1486.4,31,31,100.0,1402/03
5488,516776,,0,0.0,0.0,-741.8,31,31,100.0,1402/03
5517,514090,,0,0.0,0.0,-291.5,31,31,100.0,1402/03
5570,517925,13.65,0,0.0,,-3332.564,31,31,100.0,1402/03
5615,444441,,0,0.0,0.0,-15480.8,31,31,100.0,1402/03
5653,شهرک پرستوی شاندیز,,0,0.0,,-147.814,11,31,35.48,1402/03
5674,806310,,0,0.0,0.0,-377.4,31,31,100.0,1402/03
5676,805663,,0,0.0,0.0,-263.5,31,31,100.0,1402/03
5685,514148,,0,0.0,,-0.993,31,31,100.0,1402/03
5705,601218,,0,0.0,0.0,-123.3,31,31,100.0,1402/03
5717,515812,,0,0.0,0.0,-66301.1,31,31,100.0,1402/03
5718,515271,,0,0.0,0.0,-7905.7,31,31,100.0,1402/03
5757,515627,,0,0.0,0.0,-8672.0,31,31,100.0,1402/03
5767,529581,,0,0.0,,-0.004,31,31,100.0,1402/03
5773,514608,,0,0.0,0.0,-11682.2,31,31,100.0,1402/03
5789,200718,1.6,0,0.0,,-3.05,31,31,100.0,1402/03
5797,516036,,0,0.0,0.0,-4505.7,31,31,100.0,1402/03
5866,609193,,0,0.0,0.0,-1373.1,31,31,100.0,1402/03
5945,529019,,0,0.0,0.0,-98.1,31,31,100.0,1402/03
5971,514947,,0,0.0,0.0,-44.7,31,31,100.0,1402/03
6019,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1402/03
6044,519845,,0,0.0,0.0,-52.1,31,31,100.0,1402/03
6045,529169,,0,0.0,0.0,-30723.9,31,31,100.0,1402/03
6063,514606,2.23,0,0.0,434.5,-10298.555,31,31,100.0,1402/03
6064,529280,,0,0.0,0.0,-194.6,31,31,100.0,1402/03
6083,514249,,0,0.0,0.0,-17138.2,31,31,100.0,1402/03
6113,529097,,0,0.0,0.0,-3306.2,31,31,100.0,1402/03
6126,518293,,0,0.0,0.0,-0.3,31,31,100.0,1402/03
6131,609187,,0,0.0,0.0,-4722.8,31,31,100.0,1402/03
6146,805347,,0,0.0,0.0,-450.2,31,31,100.0,1402/03
6149,618310,,0,0.0,,-0.07,31,31,100.0,1402/03
6199,514580,,0,0.0,0.0,-2156.8,31,31,100.0,1402/03
6277,804865,,0,0.0,0.0,-1741.8,31,31,100.0,1402/03
6288,805917,,0,0.0,0.0,-9.1,31,31,100.0,1402/03
6290,805080,,0,0.0,0.0,-139.2,31,31,100.0,1402/03
6318,122092,,0,0.0,0.0,-0.1,31,31,100.0,1402/03
6325,911408,,0,0.0,0.0,-0.7,31,31,100.0,1402/03
6335,514521,,0,0.0,0.0,-3519.5,31,31,100.0,1402/03
6344,529254,,0,0.0,0.0,-9370.9,31,31,100.0,1402/03
6360,529250,,0,0.0,0.0,-3922.1,31,31,100.0,1402/03
6380,514914,,0,0.0,0.0,-2448.8,31,31,100.0,1402/03
6393,515792,,0,0.0,0.0,-32.4,31,31,100.0,1402/03
6405,518885,,0,0.0,0.0,-11.6,31,31,100.0,1402/03
6465,601194,,0,0.0,0.0,-1.6,31,31,100.0,1402/03
6506,604069,,0,0.0,0.0,-696.5,31,31,100.0,1402/03
6563,518438,,0,0.0,0.0,-5199.4,31,31,100.0,1402/03
6585,519996,,0,0.0,0.0,-89.7,31,31,100.0,1402/03
6589,530053,,0,0.0,0.0,-934.3,31,31,100.0,1402/03
6597,514916,,0,0.0,0.0,-1598.3,31,31,100.0,1402/03
6644,515637,,0,0.0,0.0,-6917.3,31,31,100.0,1402/03
6647,516081,,0,0.0,0.0,-1588.9,31,31,100.0,1402/03
6664,517963,1.2,0,0.0,,-11839.29,31,31,100.0,1402/04
6677,517638,,0,0.0,0.0,-781.0,31,31,100.0,1402/04
6686,302041,,0,0.0,0.0,-2.6,31,31,100.0,1402/04
6692,514059,,0,0.0,0.0,-2628.3,31,31,100.0,1402/04
6709,517768,,0,0.0,0.0,-993.5,31,31,100.0,1402/04
6730,515960,1.57,0,0.0,607.3,-1794.11,28,31,90.32,1402/04
6738,515530,,0,0.0,0.0,-10844.2,31,31,100.0,1402/04
6748,911838,,0,0.0,0.0,-1551.9,31,31,100.0,1402/04
6751,603270,,0,0.0,0.0,-13753.1,31,31,100.0,1402/04
6871,806415,,0,0.0,0.0,-10753.1,31,31,100.0,1402/04
6872,806416,,0,0.0,0.0,-16439.3,31,31,100.0,1402/04
6873,806412,,0,0.0,0.0,-22706.0,31,31,100.0,1402/04
6874,806414,,0,0.0,0.0,-15897.2,31,31,100.0,1402/04
6875,806413,,0,0.0,0.0,-20274.0,31,31,100.0,1402/04
6888,806494,,0,0.0,0.0,-672.1,31,31,100.0,1402/04
6897,515056,,0,0.0,0.0,-72.4,31,31,100.0,1402/04
6900,805204,,0,0.0,0.0,-60.6,31,31,100.0,1402/04
6905,517979,,0,0.0,0.0,-10448.1,31,31,100.0,1402/04
6910,600448,,0,0.0,0.0,-1983.1,31,31,100.0,1402/04
6917,514682,,0,0.0,0.0,-35976.5,31,31,100.0,1402/04
6973,529298,,0,0.0,0.0,-3807.9,31,31,100.0,1402/04
6974,529057,,0,0.0,0.0,-27100.6,31,31,100.0,1402/04
7006,519171,,0,0.0,0.0,-235.4,31,31,100.0,1402/04
7021,529013,,0,0.0,0.0,-15852.8,31,31,100.0,1402/04
7081,529259,,0,0.0,0.0,-10468.8,31,31,100.0,1402/04
7110,517316,,0,0.0,0.0,-919.9,31,31,100.0,1402/04
7125,519747,,0,0.0,0.0,-129.0,31,31,100.0,1402/04
7150,515600,,0,0.0,,-98.7,1,31,3.23,1402/04
7182,514596,,0,0.0,0.0,-5551.1,31,31,100.0,1402/04
7195,518453,,0,0.0,0.0,-20645.9,31,31,100.0,1402/04
7229,517766,,0,0.0,0.0,-14306.9,31,31,100.0,1402/04
7234,529269,,0,0.0,0.0,-12136.2,31,31,100.0,1402/04
7242,529050,27.0,0,0.0,19368.8,-653202.616,30,31,96.77,1402/04
7268,514162,,0,0.0,0.0,-3295.7,31,31,100.0,1402/04
7284,608166,,0,0.0,0.0,-0.2,31,31,100.0,1402/04
7299,515976,,0,0.0,0.0,-16.5,31,31,100.0,1402/04
7336,615609,,0,0.0,,-2.07,31,31,100.0,1402/04
7337,529021,,0,0.0,0.0,-1275.8,31,31,100.0,1402/04
7346,518586,,0,0.0,0.0,-37.8,31,31,100.0,1402/04
7352,530103,,0,0.0,0.0,-268.3,31,31,100.0,1402/04
7366,911146,,0,0.0,0.0,-35.0,31,31,100.0,1402/04
7372,517883,,0,0.0,0.0,-44325.5,31,31,100.0,1402/04
7400,518159,,0,0.0,0.0,-562.0,31,31,100.0,1402/04
7408,804714,0.4,0,0.0,,-1182.48,31,31,100.0,1402/04
7409,103226,,0,0.0,,-1.37,31,31,100.0,1402/04
7412,102531,,0,0.0,0.0,-2591.0,31,31,100.0,1402/04
7433,804873,,0,0.0,0.0,-5393.6,31,31,100.0,1402/04
7436,529141,,0,0.0,,-154426.5,1,31,3.23,1402/04
7445,805264,,0,0.0,0.0,-58.9,31,31,100.0,1402/04
7450,601207,,0,0.0,,-7936.669,1,31,3.23,1402/04
7458,605368,,0,0.0,0.0,-3841.3,31,31,100.0,1402/04
7481,517780,,0,0.0,0.0,-0.1,31,31,100.0,1402/04
7483,514163,,0,0.0,0.0,-19773.7,31,31,100.0,1402/04
7514,602428-2,,0,0.0,,-0.048,31,31,100.0,1402/04
7525,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1402/04
7565,603049,,0,0.0,0.0,-46539.5,31,31,100.0,1402/04
7589,525522,,0,0.0,0.0,-11571.2,31,31,100.0,1402/04
7592,107260,2.15,0,0.0,2.1,-13315.32,16,31,51.61,1402/04
7602,212146,,0,0.0,0.0,-2586.5,31,31,100.0,1402/04
7606,212145,0.22,0,0.0,1621.0,-861.437,31,31,100.0,1402/04
7607,212152,,0,0.0,0.0,-3489.3,31,31,100.0,1402/04
7609,212153,,0,0.0,0.0,-29501.3,31,31,100.0,1402/04
7666,530198,,0,0.0,0.0,-1486.3,31,31,100.0,1402/04
7706,516776,,0,0.0,0.0,-741.9,31,31,100.0,1402/04
7735,514090,,0,0.0,0.0,-291.5,31,31,100.0,1402/04
7833,444441,,0,0.0,0.0,-15480.7,31,31,100.0,1402/04
7892,806310,,0,0.0,0.0,-377.4,31,31,100.0,1402/04
7894,805663,,0,0.0,0.0,-263.5,31,31,100.0,1402/04
7907,804813,,0,0.0,0.0,-121.0,31,31,100.0,1402/04
7923,601218,,0,0.0,0.0,-123.4,31,31,100.0,1402/04
7926,622255,14.0,0,0.0,1.3,-1.335,26,31,83.87,1402/04
7935,515812,,0,0.0,0.0,-66301.1,31,31,100.0,1402/04
7936,515271,,0,0.0,0.0,-7905.7,31,31,100.0,1402/04
7975,515627,,0,0.0,0.0,-8672.0,31,31,100.0,1402/04
7991,514608,,0,0.0,0.0,-11682.1,31,31,100.0,1402/04
7999,603070,,0,0.0,,-141.519,31,31,100.0,1402/04
8015,516036,,0,0.0,0.0,-4505.7,31,31,100.0,1402/04
8071,303182,1.7,0,0.0,,-264.4,31,31,100.0,1402/04
8077,604908,,0,0.0,,-87.635,31,31,100.0,1402/04
8079,529018,1.3,0,0.0,,-372107.4,7,31,22.58,1402/04
8084,609193,,0,0.0,0.0,-1373.1,31,31,100.0,1402/04
8140,529005,,0,0.0,0.0,-16512.7,31,31,100.0,1402/04
8163,529019,,0,0.0,0.0,-98.2,31,31,100.0,1402/04
8189,514947,,0,0.0,0.0,-44.6,31,31,100.0,1402/04
8191,615171,0.95,0,0.0,2784.0,-77.49,31,31,100.0,1402/04
8237,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1402/04
8238,805657,,0,0.0,0.0,-38.9,31,31,100.0,1402/04
8246,529014,,0,0.0,0.0,-13172.7,31,31,100.0,1402/04
8262,519845,,0,0.0,0.0,-52.1,31,31,100.0,1402/04
8263,529169,,0,0.0,0.0,-30723.8,31,31,100.0,1402/04
8282,529280,,0,0.0,0.0,-194.7,31,31,100.0,1402/04
8301,514249,,0,0.0,0.0,-17138.3,31,31,100.0,1402/04
8331,529097,,0,0.0,0.0,-3306.1,31,31,100.0,1402/04
8344,518293,,0,0.0,0.0,-0.3,31,31,100.0,1402/04
8349,609187,,0,0.0,0.0,-4722.8,31,31,100.0,1402/04
8364,805347,,0,0.0,0.0,-450.3,31,31,100.0,1402/04
8367,618310,,0,0.0,,-0.03,31,31,100.0,1402/04
8408,514563,,0,0.0,0.0,-8217.9,31,31,100.0,1402/04
8417,514580,,0,0.0,0.0,-2156.9,31,31,100.0,1402/04
8432,517446,,0,0.0,0.0,-0.045,31,31,100.0,1402/04
8442,513412,,0,0.0,,-3.501,31,31,100.0,1402/04
8495,804865,,0,0.0,0.0,-1741.7,31,31,100.0,1402/04
8501,622027,,0,0.0,,-182.056,31,31,100.0,1402/04
8506,805917,,0,0.0,0.0,-9.1,31,31,100.0,1402/04
8508,805080,,0,0.0,0.0,-139.1,31,31,100.0,1402/04
8543,911408,,0,0.0,0.0,-0.7,31,31,100.0,1402/04
8553,514521,,0,0.0,0.0,-3519.4,31,31,100.0,1402/04
8562,529254,,0,0.0,0.0,-9370.9,31,31,100.0,1402/04
8578,529250,,0,0.0,0.0,-3922.2,31,31,100.0,1402/04
8598,514914,,0,0.0,0.0,-2448.8,31,31,100.0,1402/04
8611,515792,,0,0.0,0.0,-32.5,31,31,100.0,1402/04
8623,518885,,0,0.0,0.0,-11.6,31,31,100.0,1402/04
8655,516476,,0,0.0,0.0,-0.1,31,31,100.0,1402/04
8683,601194,,0,0.0,0.0,-1.6,31,31,100.0,1402/04
8724,604069,,0,0.0,0.0,-696.5,31,31,100.0,1402/04
8759,603142,,0,0.0,,-134.688,31,31,100.0,1402/04
8781,518438,,0,0.0,0.0,-5199.3,31,31,100.0,1402/04
8803,519996,,0,0.0,0.0,-89.7,31,31,100.0,1402/04
8807,530053,,0,0.0,0.0,-934.2,31,31,100.0,1402/04
8815,514916,,0,0.0,0.0,-1598.4,31,31,100.0,1402/04
8840,103193,,0,0.0,,-205.151,31,31,100.0,1402/04
8862,515637,,0,0.0,0.0,-6917.4,31,31,100.0,1402/04
8865,516081,,0,0.0,0.0,-1588.8,31,31,100.0,1402/04
8868,518473,4.2,0,0.0,289535.7,-792294.5,31,31,100.0,1402/04
8882,517963,2.42,0,0.0,34.4,-8580.61,24,31,77.42,1402/05
8895,517638,,0,0.0,0.0,-780.9,31,31,100.0,1402/05
8904,302041,,0,0.0,0.0,-2.6,31,31,100.0,1402/05
8910,514059,,0,0.0,0.0,-2628.4,31,31,100.0,1402/05
8927,517768,,0,0.0,0.0,-993.6,31,31,100.0,1402/05
8931,514487,,0,0.0,,-322569.148,31,31,100.0,1402/05
8933,514505,,0,0.0,0.0,-839170.8,31,31,100.0,1402/05
8956,515530,,0,0.0,0.0,-10844.1,31,31,100.0,1402/05
8966,911838,,0,0.0,0.0,-1552.0,31,31,100.0,1402/05
8969,603270,,0,0.0,0.0,-13753.0,31,31,100.0,1402/05
9089,806415,,0,0.0,0.0,-10753.1,31,31,100.0,1402/05
9090,806416,,0,0.0,0.0,-16439.4,31,31,100.0,1402/05
9091,806412,,0,0.0,0.0,-22706.1,31,31,100.0,1402/05
9092,806414,,0,0.0,0.0,-15897.3,31,31,100.0,1402/05
9093,806413,,0,0.0,0.0,-20274.0,31,31,100.0,1402/05
9106,806494,,0,0.0,0.0,-672.1,31,31,100.0,1402/05
9115,515056,,0,0.0,0.0,-72.3,31,31,100.0,1402/05
9118,805204,,0,0.0,0.0,-60.6,31,31,100.0,1402/05
9123,517979,,0,0.0,0.0,-10448.1,31,31,100.0,1402/05
9128,600448,,0,0.0,0.0,-1983.0,31,31,100.0,1402/05
9135,514682,,0,0.0,0.0,-35976.6,31,31,100.0,1402/05
9191,529298,,0,0.0,0.0,-3807.8,31,31,100.0,1402/05
9192,529057,,0,0.0,0.0,-27100.6,31,31,100.0,1402/05
9224,519171,,0,0.0,0.0,-235.4,31,31,100.0,1402/05
9239,529013,,0,0.0,0.0,-15852.7,31,31,100.0,1402/05
9251,516096,,0,0.0,,-4372.198,20,31,64.52,1402/05
9299,529259,,0,0.0,0.0,-10468.8,31,31,100.0,1402/05
9323,516155,,0,0.0,0.0,-322.2,31,31,100.0,1402/05
9328,517316,,0,0.0,0.0,-919.9,31,31,100.0,1402/05
9343,519747,,0,0.0,0.0,-129.1,31,31,100.0,1402/05
9400,514596,,0,0.0,0.0,-5551.1,31,31,100.0,1402/05
9413,518453,,0,0.0,0.0,-20645.9,31,31,100.0,1402/05
9447,517766,,0,0.0,0.0,-14306.9,31,31,100.0,1402/05
9452,529269,,0,0.0,0.0,-12136.1,31,31,100.0,1402/05
9486,514162,,0,0.0,0.0,-3295.7,31,31,100.0,1402/05
9502,608166,,0,0.0,0.0,-0.2,31,31,100.0,1402/05
9517,515976,,0,0.0,0.0,-16.6,31,31,100.0,1402/05
9555,529021,,0,0.0,0.0,-1275.9,31,31,100.0,1402/05
9564,518586,,0,0.0,0.0,-37.9,31,31,100.0,1402/05
9570,530103,,0,0.0,0.0,-268.3,31,31,100.0,1402/05
9584,911146,,0,0.0,0.0,-34.9,31,31,100.0,1402/05
9590,517883,,0,0.0,0.0,-44325.6,31,31,100.0,1402/05
9618,518159,,0,0.0,0.0,-562.1,31,31,100.0,1402/05
9626,804714,,0,0.0,,-429.678,31,31,100.0,1402/05
9627,103226,,0,0.0,,-0.17,31,31,100.0,1402/05
9630,102531,,0,0.0,0.0,-2591.0,31,31,100.0,1402/05
9651,804873,,0,0.0,0.0,-5393.6,31,31,100.0,1402/05
9663,805264,,0,0.0,0.0,-58.8,31,31,100.0,1402/05
9676,605368,,0,0.0,0.0,-3841.3,31,31,100.0,1402/05
9699,517780,,0,0.0,0.0,-0.1,31,31,100.0,1402/05
9701,514163,,0,0.0,0.0,-19773.7,31,31,100.0,1402/05
9732,602428-2,,0,0.0,,-0.006,31,31,100.0,1402/05
9743,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1402/05
9749,514617,,0,0.0,0.0,-1201.4,31,31,100.0,1402/05
9783,603049,,0,0.0,0.0,-46539.5,31,31,100.0,1402/05
9807,525522,,0,0.0,0.0,-11571.2,31,31,100.0,1402/05
9820,212146,,0,0.0,0.0,-2586.4,31,31,100.0,1402/05
9825,212152,,0,0.0,0.0,-3489.4,31,31,100.0,1402/05
9827,212153,,0,0.0,0.0,-29501.3,31,31,100.0,1402/05
9884,530198,,0,0.0,0.0,-1486.4,31,31,100.0,1402/05
9924,516776,,0,0.0,0.0,-741.8,31,31,100.0,1402/05
9941,516358,3.8,0,0.0,,-124628.738,4,31,12.9,1402/05
9953,514090,,0,0.0,0.0,-291.5,31,31,100.0,1402/05
10051,444441,,0,0.0,0.0,-15480.8,31,31,100.0,1402/05
10110,806310,,0,0.0,0.0,-377.3,31,31,100.0,1402/05
10112,805663,,0,0.0,0.0,-263.5,31,31,100.0,1402/05
10115,910761,,0,0.0,0.0,-5.1,31,31,100.0,1402/05
10125,804813,,0,0.0,0.0,-121.0,31,31,100.0,1402/05
10141,601218,,0,0.0,0.0,-123.3,31,31,100.0,1402/05
10153,515812,,0,0.0,0.0,-66301.1,31,31,100.0,1402/05
10154,515271,,0,0.0,0.0,-7905.8,31,31,100.0,1402/05
10193,515627,,0,0.0,0.0,-8671.9,31,31,100.0,1402/05
10209,514608,,0,0.0,0.0,-11682.1,31,31,100.0,1402/05
10233,516036,,0,0.0,0.0,-4505.6,31,31,100.0,1402/05
10289,303182,,0,0.0,,-25.1,30,31,96.77,1402/05
10302,609193,,0,0.0,0.0,-1373.0,31,31,100.0,1402/05
10358,529005,,0,0.0,0.0,-16512.8,31,31,100.0,1402/05
10381,529019,,0,0.0,0.0,-98.1,31,31,100.0,1402/05
10407,514947,,0,0.0,0.0,-44.7,31,31,100.0,1402/05
10422,515173,,0,0.0,,-0.033,31,31,100.0,1402/05
10455,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1402/05
10456,805657,,0,0.0,0.0,-38.9,31,31,100.0,1402/05
10464,529014,,0,0.0,0.0,-13172.7,31,31,100.0,1402/05
10480,519845,,0,0.0,0.0,-52.2,31,31,100.0,1402/05
10481,529169,,0,0.0,0.0,-30723.9,31,31,100.0,1402/05
10500,529280,,0,0.0,0.0,-194.7,31,31,100.0,1402/05
10519,514249,,0,0.0,0.0,-17138.3,31,31,100.0,1402/05
10549,529097,,0,0.0,0.0,-3306.2,31,31,100.0,1402/05
10562,518293,,0,0.0,0.0,-0.2,31,31,100.0,1402/05
10567,609187,,0,0.0,0.0,-4722.7,31,31,100.0,1402/05
10582,805347,,0,0.0,0.0,-450.3,31,31,100.0,1402/05
10585,618310,,0,0.0,,-0.01,31,31,100.0,1402/05
10626,514563,,0,0.0,0.0,-8217.9,31,31,100.0,1402/05
10635,514580,,0,0.0,0.0,-2156.8,31,31,100.0,1402/05
10713,804865,,0,0.0,0.0,-1741.7,31,31,100.0,1402/05
10724,805917,,0,0.0,0.0,-9.1,31,31,100.0,1402/05
10726,805080,,0,0.0,0.0,-139.2,31,31,100.0,1402/05
10761,911408,,0,0.0,0.0,-0.6,31,31,100.0,1402/05
10771,514521,,0,0.0,0.0,-3519.4,31,31,100.0,1402/05
10780,529254,,0,0.0,0.0,-9370.9,31,31,100.0,1402/05
10796,529250,,0,0.0,0.0,-3922.1,31,31,100.0,1402/05
10816,514914,,0,0.0,0.0,-2448.8,31,31,100.0,1402/05
10829,515792,,0,0.0,0.0,-32.4,31,31,100.0,1402/05
10841,518885,,0,0.0,0.0,-11.6,31,31,100.0,1402/05
10901,601194,,0,0.0,0.0,-1.7,31,31,100.0,1402/05
10942,604069,,0,0.0,0.0,-696.5,31,31,100.0,1402/05
10948,608600,,0,0.0,0.0,-0.1,31,31,100.0,1402/05
10984,603046,13.6,0,0.0,0.0,-125.43,23,31,74.19,1402/05
10999,518438,,0,0.0,0.0,-5199.4,31,31,100.0,1402/05
11021,519996,,0,0.0,0.0,-89.7,31,31,100.0,1402/05
11025,530053,,0,0.0,0.0,-934.3,31,31,100.0,1402/05
11033,514916,,0,0.0,0.0,-1598.3,31,31,100.0,1402/05
11080,515637,,0,0.0,0.0,-6917.4,31,31,100.0,1402/05
11083,516081,,0,0.0,0.0,-1588.9,31,31,100.0,1402/05
11109,302105,3.75,0,0.0,8124.6,-22401.9,31,31,100.0,1402/06
11113,517638,,0,0.0,0.0,-781.0,31,31,100.0,1402/06
11118,604907,,0,0.0,0.0,-1047.6,31,31,100.0,1402/06
11122,302041,,0,0.0,0.0,-2.6,31,31,100.0,1402/06
11128,514059,,0,0.0,0.0,-2628.3,31,31,100.0,1402/06
11134,618400,,0,0.0,,-82.4,31,31,100.0,1402/06
11145,517768,,0,0.0,0.0,-993.5,31,31,100.0,1402/06
11151,514505,,0,0.0,0.0,-385.9,31,31,100.0,1402/06
11174,515530,,0,0.0,0.0,-10844.2,31,31,100.0,1402/06
11184,911838,,0,0.0,0.0,-1551.9,31,31,100.0,1402/06
11187,603270,,0,0.0,0.0,-13753.1,31,31,100.0,1402/06
11307,806415,,0,0.0,0.0,-10753.1,31,31,100.0,1402/06
11308,806416,,0,0.0,0.0,-16439.3,31,31,100.0,1402/06
11309,806412,,0,0.0,0.0,-22706.0,31,31,100.0,1402/06
11310,806414,,0,0.0,0.0,-15897.3,31,31,100.0,1402/06
11311,806413,,0,0.0,0.0,-20274.0,31,31,100.0,1402/06
11324,806494,,0,0.0,0.0,-672.1,31,31,100.0,1402/06
11333,515056,,0,0.0,0.0,-72.4,31,31,100.0,1402/06
11336,805204,,0,0.0,0.0,-60.5,31,31,100.0,1402/06
11341,517979,,0,0.0,0.0,-10448.1,31,31,100.0,1402/06
11346,600448,,0,0.0,0.0,-1983.1,31,31,100.0,1402/06
11353,514682,,0,0.0,0.0,-35976.5,31,31,100.0,1402/06
11409,529298,,0,0.0,0.0,-3807.9,31,31,100.0,1402/06
11410,529057,,0,0.0,0.0,-27100.6,31,31,100.0,1402/06
11442,519171,,0,0.0,0.0,-235.4,31,31,100.0,1402/06
11457,529013,,0,0.0,0.0,-15852.8,31,31,100.0,1402/06
11482,515633,5.55,0,0.0,3.2,-262848.3,21,31,67.74,1402/06
11508,529107,1.8,0,0.0,,-2.4,31,31,100.0,1402/06
11517,529259,,0,0.0,0.0,-10468.8,31,31,100.0,1402/06
11541,516155,,0,0.0,0.0,-322.3,31,31,100.0,1402/06
11546,517316,,0,0.0,0.0,-919.9,31,31,100.0,1402/06
11561,519747,,0,0.0,0.0,-129.0,31,31,100.0,1402/06
11618,514596,,0,0.0,0.0,-5551.0,31,31,100.0,1402/06
11631,518453,,0,0.0,0.0,-20645.8,31,31,100.0,1402/06
11665,517766,,0,0.0,0.0,-14306.9,31,31,100.0,1402/06
11670,529269,,0,0.0,0.0,-12136.2,31,31,100.0,1402/06
11704,514162,,0,0.0,0.0,-3295.7,31,31,100.0,1402/06
11720,608166,,0,0.0,0.0,-0.2,31,31,100.0,1402/06
11724,529066,21.05,0,0.0,166344.6,-68075.2,31,31,100.0,1402/06
11735,515976,,0,0.0,0.0,-16.6,31,31,100.0,1402/06
11773,529021,,0,0.0,0.0,-1275.9,31,31,100.0,1402/06
11782,518586,,0,0.0,0.0,-37.9,31,31,100.0,1402/06
11788,530103,,0,0.0,0.0,-268.3,31,31,100.0,1402/06
11802,911146,,0,0.0,0.0,-34.9,31,31,100.0,1402/06
11808,517883,,0,0.0,0.0,-44325.5,31,31,100.0,1402/06
11836,518159,,0,0.0,0.0,-562.0,31,31,100.0,1402/06
11844,804714,0.5,0,0.0,,-332.58,31,31,100.0,1402/06
11848,102531,,0,0.0,0.0,-2591.0,31,31,100.0,1402/06
11869,804873,,0,0.0,0.0,-5393.5,31,31,100.0,1402/06
11881,805264,,0,0.0,0.0,-58.9,31,31,100.0,1402/06
11894,605368,,0,0.0,0.0,-3841.3,31,31,100.0,1402/06
11919,514163,,0,0.0,0.0,-19773.7,31,31,100.0,1402/06
11960,111111,,0,0.0,0.0,-12513.6,31,31,100.0,1402/06
11961,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1402/06
11967,514617,,0,0.0,0.0,-1201.4,31,31,100.0,1402/06
12001,603049,,0,0.0,0.0,-46539.5,31,31,100.0,1402/06
12025,525522,,0,0.0,0.0,-11571.2,31,31,100.0,1402/06
12038,212146,,0,0.0,0.0,-2586.5,31,31,100.0,1402/06
12043,212152,,0,0.0,0.0,-3489.3,31,31,100.0,1402/06
12045,212153,,0,0.0,0.0,-29501.3,31,31,100.0,1402/06
12102,530198,,0,0.0,0.0,-1486.3,31,31,100.0,1402/06
12142,516776,,0,0.0,0.0,-741.9,31,31,100.0,1402/06
12159,516358,12.6,0,0.0,,-112.062,30,31,96.77,1402/06
12171,514090,,0,0.0,0.0,-291.5,31,31,100.0,1402/06
12269,444441,,0,0.0,0.0,-15480.8,31,31,100.0,1402/06
12328,806310,,0,0.0,0.0,-377.4,31,31,100.0,1402/06
12330,805663,,0,0.0,0.0,-263.5,31,31,100.0,1402/06
12333,910761,,0,0.0,0.0,-5.1,31,31,100.0,1402/06
12335,14211079,,0,0.0,,-17.556,31,31,100.0,1402/06
12343,804813,,0,0.0,0.0,-121.0,31,31,100.0,1402/06
12359,601218,,0,0.0,0.0,-123.3,31,31,100.0,1402/06
12371,515812,,0,0.0,0.0,-66301.1,31,31,100.0,1402/06
12372,515271,,0,0.0,0.0,-7905.7,31,31,100.0,1402/06
12411,515627,,0,0.0,0.0,-8672.0,31,31,100.0,1402/06
12427,514608,,0,0.0,0.0,-11682.1,31,31,100.0,1402/06
12451,516036,,0,0.0,0.0,-4505.7,31,31,100.0,1402/06
12520,609193,,0,0.0,0.0,-1373.1,31,31,100.0,1402/06
12576,529005,,0,0.0,0.0,-16512.8,31,31,100.0,1402/06
12599,529019,,0,0.0,0.0,-98.1,31,31,100.0,1402/06
12625,514947,,0,0.0,0.0,-44.7,31,31,100.0,1402/06
12627,615171,0.74,0,0.0,3984.6,-106.117,31,31,100.0,1402/06
